territory,tier,state,county,major_city,zipcode,population,median_household_income,income_factor,target_clinics,npi_providers,npi_locations,our_accts,open_clinics,annual_potential,current_owner
Mississippi / Alabama,3,AL,Marengo County,Demopolis,36732,8395,36649,0.8003454605524174,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Hale County,Greensboro,36744,7419,28083,0.7005968357462896,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Thomasville,36784,7754,37575,0.8103934387187576,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Lee County,Opelika,36804,16861,44938,0.8862439663231657,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Lee County,Auburn,36832,22071,21387,0.6113942587842255,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Tallapoosa County,Dadeville,36853,8269,45688,0.8936089196554037,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Chambers County,Valley,36854,14576,36465,0.7983338249266785,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Chambers County,Lanett,36863,11672,30786,0.7335387384371871,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Russell County,Phenix City,36869,18751,32202,0.7502186294203262,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Lee County,Salem,36874,7901,49872,0.9336300337166388,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Lee County,Smiths Station,36877,11414,46073,0.8973661172873374,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Panola County,Batesville,38606,16127,40282,0.8390772266168857,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Marshall County,Byhalia,38611,17202,37892,0.8138046852002374,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Coahoma County,Clarksdale,38614,20418,26958,0.6864205169518839,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Tate County,Coldwater,38618,12031,38616,0.8215425551594785,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Marshall County,Holly Springs,38635,15941,33912,0.7698801518291338,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,DeSoto County,Nesbit,38651,7103,65861,1.0729033017137015,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Union County,New Albany,38652,16600,39984,0.835967783433593,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Tippah County,Ripley,38663,11950,35107,0.7833273335375599,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Tate County,Senatobia,38668,14462,42380,0.8606506432807969,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,DeSoto County,Southaven,38672,11249,91218,1.2626607903669016,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,DeSoto County,Walls,38680,6194,55469,0.9846266578938867,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Washington County,Greenville,38703,14568,26767,0.6839845170583554,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Bolivar County,Cleveland,38732,17981,33161,0.7613077148514767,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Sunflower County,Indianola,38751,11638,26483,0.6803462757387742,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lee County,Tupelo,38801,29871,39516,0.8310610146494313,2,13,9,1,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Monroe County,Amory,38821,12528,35350,0.7860336356052148,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Prentiss County,Baldwyn,38824,7832,32344,0.7518709159565081,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Prentiss County,Booneville,38829,18707,33953,0.7703454082479455,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Itawamba County,Fulton,38843,11467,40100,0.8371795435338028,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Chickasaw County,Houston,38851,8408,32692,0.755904910540376,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Tishomingo County,Iuka,38852,9449,35196,0.7843196143382429,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Monroe County,Nettleton,38858,7176,38586,0.8212233731453492,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lee County,Saltillo,38866,11897,55403,0.9840407026603415,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Grenada County,Grenada,38901,18403,34811,0.7800180832955325,1,5,3,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Yalobusha County,Water Valley,38965,9135,37073,0.8049618296127935,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Montgomery County,Winona,38967,7755,31793,0.745439113336205,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Leake County,Carthage,39051,16569,31922,0.7469498908519543,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Copiah County,Crystal Springs,39059,12073,37068,0.8049075455669548,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Scott County,Forest,39074,14896,33665,0.7670712947089058,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Copiah County,Hazlehurst,39083,10626,30000,0.724114174518944,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Attala County,Kosciusko,39090,13398,33874,0.7694486873638686,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Simpson County,Magee,39111,10460,35680,0.7896940110054548,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Simpson County,Mendenhall,39114,9998,39688,0.8328677168313389,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Scott County,Morton,39117,10697,39930,0.8354030886529832,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hinds County,Raymond,39154,10526,55625,0.9860102587658656,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Smith County,Taylorsville,39168,6643,36234,0.7958011483539517,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hinds County,Terry,39170,9407,60023,1.024248344154924,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Warren County,Vicksburg,39183,15661,41659,0.8532982243209675,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Copiah County,Wesson,39191,8074,42366,0.8605084759346483,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Yazoo County,Yazoo City,39194,20925,24798,0.6583468309145761,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hinds County,Jackson,39202,8411,32411,0.7526492564594057,1,4,4,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hinds County,Jackson,39204,19468,25565,0.6684506039916479,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hinds County,Jackson,39213,22328,23255,0.6375358240686374,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Rankin County,Richland,39218,6943,43769,0.8746408026824365,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Rankin County,Flowood,39232,7068,51750,0.95104616481021,1,16,10,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hinds County,Byram,39272,12551,56382,0.9926968873463589,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lauderdale County,Meridian,39307,18603,28216,0.7022538758799111,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lauderdale County,Collinsville,39325,5983,54543,0.9763733845940975,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Winston County,Louisville,39339,15619,28947,0.7112924551719946,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Newton County,Newton,39345,6127,40833,0.8447964221023284,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Clarke County,Quitman,39355,7131,29710,0.7206057901569847,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Neshoba County,Union,39365,7547,33491,0.7650863947342871,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Wayne County,Waynesboro,39367,15096,31505,0.7420551157758908,1,2,2,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Covington County,Collins,39428,9761,32030,0.7482123817871552,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Marion County,Columbia,39429,17657,29058,0.7126549092893693,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Jones County,Ellisville,39437,12917,35782,0.7908219721063627,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Greene County,Leakesville,39451,7181,43250,0.8694397210698899,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lamar County,Lumberton,39455,9721,28806,0.7095579979798899,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Pearl River County,Poplarville,39470,13011,38561,0.820957293338358,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lamar County,Purvis,39475,12225,51124,0.9452764419396318,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Perry County,Richton,39476,7582,36195,0.7953727578829987,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lamar County,Sumrall,39482,9746,47550,0.9116364518363195,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Gulfport,39501,21987,25435,0.6667488763994499,1,9,5,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Gulfport,39507,16234,44392,0.8808435476844694,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hancock County,Bay Saint Louis,39520,14681,38471,0.819998691140556,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hancock County,Diamondhead,39525,8383,68161,1.0914765216843516,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Biloxi,39530,8086,29732,0.7208725419856002,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Biloxi,39531,17736,37639,0.8110833005137367,1,2,2,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Diberville,39540,8522,45245,0.8892660611615334,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Hancock County,Kiln,39556,7705,46066,0.8972979450233975,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Jackson County,Moss Point,39563,13790,38086,0.8158852899179954,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Jackson County,Pascagoula,39567,10740,39659,0.8325633732315513,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Pass Christian,39571,13179,52426,0.9572376746367297,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Stone County,Perkinston,39573,8828,44573,0.8826374576055499,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Harrison County,Saucier,39574,13613,47242,0.9086791417120738,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Stone County,Wiggins,39577,10374,37857,0.8134287517005787,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Jackson County,Pascagoula,39581,11595,39050,0.8261462590186998,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lincoln County,Bogue Chitto,39629,6519,43293,0.8698718207250503,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Pike County,Magnolia,39652,8315,26345,0.6785713556863563,1,1,1,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Pike County,Summit,39666,9588,42969,0.8666106957820969,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Walthall County,Tylertown,39667,12837,32430,0.7528698334347917,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Wilkinson County,Woodville,39669,6045,41069,0.8472342139694573,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Lowndes County,Columbus,39701,13997,21043,0.6064573293603619,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Monroe County,Aberdeen,39730,11805,32958,0.7589739084055143,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,MS,Clay County,West Point,39773,16670,30389,0.7287937273915512,1,,,0,1,3500,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Adger,35006,3121,51929,0.9526895494241833,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Talladega County,Alpine,35014,4546,36286,0.7963719771816535,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cullman County,Baileyton,35019,2117,54342,0.974572675166342,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cullman County,Bremen,35033,3403,45137,0.8882040861862136,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,Brent,35034,5541,23085,0.6352012747077529,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,Brierfield,35035,1581,55586,0.9856645406285386,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,Centreville,35042,5831,33603,0.766364621053018,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Chilton County,Clanton,35046,5108,45410,0.8908860785147077,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Blount County,Cleveland,35049,3996,42005,0.8568344432023661,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cullman County,Crane Hill,35053,2617,38885,0.8243990319821018,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,St. Clair County,Cropwell,35054,4101,46148,0.8980962096566824,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Dolomite,35061,1465,39272,0.8284912595736077,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Empire,35063,3866,31182,0.7382414147460018,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coosa County,Goodwater,35072,5193,28546,0.7063485406677706,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Graysville,35073,2382,39954,0.8356541112213446,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Shelby County,Harpersville,35078,2082,34525,0.7768072409001618,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cullman County,Holly Pond,35083,3268,36966,0.8037993508098311,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cullman County,Joppa,35087,2115,39375,0.829577004130881,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coosa County,Kellyton,35089,2238,26155,0.6761200013944795,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Kimberly,35091,2719,78194,1.1690501352691287,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Blount County,Locust Fork,35097,1748,40317,0.8394416738450505,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cullman County,Logan,35098,1375,30500,0.7301235238197068,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Morris,35116,4240,68222,1.0919648154167976,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Mulga,35118,3138,50063,0.9354161354042766,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Quinton,35130,3233,39556,0.8314815282697473,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,St. Clair County,Ragland,35131,4159,32748,0.7565520499451225,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Blount County,Remlap,35133,3907,54263,0.9738640221602639,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,St. Clair County,Riverside,35135,1812,60353,1.0270600884170484,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coosa County,Rockford,35136,1796,36645,0.8003017831096566,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Shelby County,Shelby,35143,3281,44340,0.8803274942762006,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Sumiton,35148,2702,38704,0.8224781078314486,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Chilton County,Thorsby,35171,3281,49141,0.9267624233111125,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Blount County,Trafford,35172,2986,40833,0.8447964221023284,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marshall County,Union Grove,35175,5041,49597,0.931052403248669,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Shelby County,Vandiver,35176,921,30069,0.7249464275489962,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Shelby County,Vincent,35178,3378,51434,0.9481380413786569,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coosa County,Weogufka,35183,706,48295,0.9187503270950377,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,West Blocton,35184,5841,41122,0.8477807202831306,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Shelby County,Wilsonville,35186,4931,52097,0.9542293692154906,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,Woodstock,35188,2715,48942,0.9248840242905135,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35203,3798,18894,0.574656570925784,0,5,2,1,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35210,13952,51546,0.9491697880271908,1,,,1,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35218,7353,23415,0.6397252645514994,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35221,4834,25150,0.6630028819480395,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35223,11043,120943,1.4539075441741853,2,11,5,2,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35224,6094,31408,0.7409118871524562,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35233,1308,49423,0.929417773574529,0,29,12,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jefferson County,Birmingham,35234,6311,21867,0.6182171148376115,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Tuscaloosa,35406,13864,75081,1.1455431314271955,2,6,4,2,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Hale County,Akron,35441,1060,30052,0.72474146842719,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pickens County,Aliceville,35442,4972,20648,0.6007384328651993,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Greene County,Boligee,35443,2009,18788,0.573042321108574,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Brookwood,35444,3699,51083,0.9448973234472656,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Buhl,35446,2234,37750,0.812278390283708,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pickens County,Carrollton,35447,3460,30821,0.7339555928996766,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Coker,35452,3880,54274,0.9739627262624949,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Duncanville,35456,3759,41967,0.8564467860663844,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Elrod,35458,594,55250,0.9826810080945844,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Sumter County,Emelle,35459,872,31667,0.7439605084095275,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Sumter County,Epes,35460,834,23750,0.6442853087286519,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pickens County,Ethelsville,35461,1952,36343,0.7969972236977496,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Greene County,Eutaw,35462,5061,28462,0.7053085177125109,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Fosters,35463,1749,58750,1.0133287323170936,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Sumter County,Gainesville,35464,654,18879,0.5744284148954603,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pickens County,Gordo,35466,6075,38256,0.8177041481398353,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Greene County,Knoxville,35469,221,24653,0.6564192511722411,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Sumter County,Livingston,35470,5468,21150,0.6079972393902561,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Ralph,35480,1343,51923,0.9526345098276177,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pickens County,Reform,35481,3668,28846,0.7100504730516569,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tuscaloosa County,Vance,35490,3857,54284,0.9740524485850773,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Winston County,Addison,35540,2415,40086,0.8370333897086711,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Winston County,Arley,35541,3597,44625,0.8831521612310853,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Fayette County,Bankston,35542,1021,44759,0.8844771324700103,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marion County,Bear Creek,35543,1137,25143,0.6629106087243338,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lamar County,Beaverton,35544,673,49188,0.927205509775086,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Fayette County,Berry,35546,3901,32623,0.7551067796691098,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marion County,Brilliant,35548,1558,32179,0.749950662979714,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Carbon Hill,35549,4341,34963,0.7817191778675481,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Cordova,35550,5605,34714,0.7789305745332376,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lamar County,Detroit,35552,1044,30806,0.7337769699846448,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Winston County,Double Springs,35553,4680,33180,0.7615257838967846,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Fayette County,Eldridge,35554,1186,29135,0.7135985069825819,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marion County,Guin,35563,4340,42083,0.8576296115083895,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marion County,Hackleburg,35564,2361,25957,0.6735559393670223,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Franklin County,Hodges,35571,895,26716,0.6833325978624135,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Winston County,Houston,35572,1131,35540,0.7881432006780875,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lamar County,Kennedy,35574,1507,33036,0.7598714898707966,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Winston County,Lynn,35575,1018,55074,0.9811145844506227,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lamar County,Millport,35576,3217,33302,0.7629245316410739,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Nauvoo,35578,5833,30474,0.729812257279591,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Oakman,35579,3136,42974,0.8666611150079867,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Parrish,35580,3791,38966,0.8252572238671545,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Franklin County,Phil Campbell,35581,5778,35889,0.7920034989426921,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Franklin County,Red Bay,35582,4093,34447,0.7759292506645178,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Franklin County,Spruce Pine,35585,1418,49662,0.9316623049654618,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lamar County,Sulligent,35586,4469,32373,0.7522079084630967,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Walker County,Townley,35587,1025,42791,0.8648138563336489,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lamar County,Vernon,35592,4664,36374,0.7973370642107711,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Franklin County,Vina,35593,1931,48261,0.9184268669965694,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lauderdale County,Anderson,35610,2252,37381,0.8082986978015608,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Colbert County,Cherokee,35616,4043,34519,0.7767397384242513,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lawrence County,Courtland,35618,1870,27128,0.6885814357597901,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Morgan County,Danville,35619,5135,46696,0.9034128459545705,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Morgan County,Eva,35621,2852,39360,0.8294189744115444,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lawrence County,Hillsboro,35643,2941,32267,0.7509754089367692,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Colbert County,Leighton,35646,4635,33545,0.7657029488094191,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Limestone County,Lester,35647,1030,39444,0.830303553442696,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lauderdale County,Lexington,35648,3635,52951,0.9620186792128158,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lawrence County,Mount Hope,35651,1312,45766,0.8943713930833318,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Limestone County,Tanner,35671,2107,41038,0.8469143958736997,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lauderdale County,Waterloo,35677,1921,46146,0.8980767482295245,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Limestone County,Ardmore,35739,5146,42985,0.866772026981369,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Bridgeport,35740,3482,37538,0.809994344343548,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Madison County,Brownsboro,35741,2933,92198,1.2694253641823339,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Dutton,35744,2570,28656,0.7077081642941059,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Estillfork,35745,288,31417,0.7410180341429861,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Fackler,35746,856,55549,0.9853364394979969,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Hollytree,35751,265,34318,0.774475005590575,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Hollywood,35752,2047,24670,0.6566455360904984,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marshall County,Langston,35755,586,29844,0.7222290237750125,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Madison County,New Hope,35760,5065,41962,0.8563957654849086,0,,,0,0,0,Taylor Bates
